"id","first_name","middle_name","lastname","coinvestigator_lastnames","topics","cities","countries","orcid"
737,"n",NA,"stewart","[]","[""Osteoporosis"",""Prostatic Neoplasms"",""Diphosphonates"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
738,"m",NA,"tzortzis","[]","[""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
739,"brita","stanghelle","ugland","[]","[""Fractures, Bone"",""Spinal Fractures"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
740,"guillermo","e","umpierrez","[]","[""Osteoporosis""]","[{""identifier"":4689236,""name"":""Emory""}]","[{""identifier"":6252001,""name"":""United States""}]",480718
741,"g","h","urology","[""gleason""]","[""Androgens"",""Prostatic Neoplasms"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
742,"marc",NA,"vaillancourt","[]","[""Osteoporosis, Postmenopausal"",""Diphosphonates"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
743,"jimmie","l","lin","[]","[""Prednisone"",""Osteoporosis"",""Glucocorticoids"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
744,"matti",NA,"valimaki","[""valimaki""]","[""Teriparatide"",""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":658225,""name"":""Helsinki""}]","[{""identifier"":660013,""name"":""Finland""}]",43976
745,"ville","valtteri","valimaki","[""valimaki""]","[""Teriparatide"",""Osteoporosis""]","[{""identifier"":658225,""name"":""Helsinki""},{""identifier"":633679,""name"":""Turku""}]","[{""identifier"":660013,""name"":""Finland""}]",192613
746,"boston",NA,"vamc","[""morse"",""lazzari""]","[""Osteoporosis"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
747,"baltimore",NA,"jiang","[""ryan""]","[""Vitamins"",""Hyperlipidemias"",""Ergocalciferols"",""Vitamin D""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
748,"augusta",NA,"vamc","[""freeman"",""steiner"",""glazier"",""oberheim""]","[""Citric Acid"",""Androgens"",""Toremifene"",""Prostatic Neoplasms"",""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
749,"l",NA,"van de langerijt","[]","[""Osteoporosis"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",213892
750,"hans",NA,"van der saag","[""filip""]","[""Calcium, Dietary"",""Osteoporosis"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
751,"gommert",NA,"wang","[""koeveringe""]","[""Osteoporosis"",""Urinary Bladder, Overactive""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
752,"marta",NA,"van loan","[]","[""Osteoporosis"",""Bone Diseases, Metabolic""]","[{""identifier"":5341704,""name"":""Davis""}]","[{""identifier"":6252001,""name"":""United States""}]",180372
753,"c",NA,"van poznak","[]","[""Breast Neoplasms"",""Osteoporosis, Postmenopausal""]","[{""identifier"":null,""name"":null}]","[{""identifier"":6252001,""name"":""United States""}]",NA
754,"w",NA,"van rooij","[]","[""Bupivacaine"",""Lidocaine"",""Fractures, Bone"",""Osteoporosis"",""Spinal Fractures""]","[{""identifier"":2746301,""name"":""Tilburg""}]","[{""identifier"":2750405,""name"":""Netherlands""}]",NA
755,"dirk",NA,"vanderschueren","[]","[""Osteomalacia"",""Bone Diseases"",""Osteoporosis"",""Calcium, Dietary""]","[{""identifier"":2792482,""name"":""Leuven""},{""identifier"":4119403,""name"":""Little Rock""}]","[{""identifier"":2802361,""name"":""Belgium""},{""identifier"":6252001,""name"":""United States""}]",40542
756,"gabinete",NA,"velazquez","[]","[""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Vitamins"",""Calcium, Dietary"",""Diphosphonates"",""Vitamin D""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
757,"peter",NA,"venner","[]","[""Prostatic Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
758,"maría","eugenia","verde","[]","[""Osteoporosis, Postmenopausal"",""Bone Diseases, Metabolic"",""Osteoporosis"",""Gingival Diseases"",""Periodontal Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
759,"iris",NA,"vered","[]","[""Osteoporosis"",""Parathyroid Diseases"",""Osteitis"",""Osteitis Deformans""]","[{""identifier"":2473229,""name"":""Chebba""}]","[{""identifier"":294640,""name"":""Israel""},{""identifier"":2464461,""name"":""Tunisia""}]",NA
760,"beata",NA,"vergine","[""aebi"",""aarau"",""di bergamo"",""bern"",""bergonie"",""di riferimento oncologico aviano""]","[""Tamoxifen"",""Osteoporosis"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
761,"n",NA,"verheyen","[""von lewinski""]","[""Osteoporosis"",""Heart Failure"",""Osteoporotic Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
762,"sabine",NA,"verschueren","[]","[""Osteoporosis"",""Sarcopenia""]","[{""identifier"":2792482,""name"":""Leuven""}]","[{""identifier"":2802361,""name"":""Belgium""}]",172868
763,"peter",NA,"vestergaard","[""linde"",""eriksen""]","[""Diabetes Mellitus"",""Bone Diseases, Metabolic"",""Osteoporosis"",""Ergocalciferols"",""Vitamins"",""Vitamin D"",""Depressive Disorder, Major"",""Depression"",""Depressive Disorder""]","[{""identifier"":2624886,""name"":""Aalborg""},{""identifier"":2618425,""name"":""Copenhagen""},{""identifier"":2624652,""name"":""Århus""}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
764,"andre",NA,"liu","[]","[""Diabetes Mellitus, Type 2"",""Diabetes Mellitus"",""Bone Diseases, Metabolic"",""Gliclazide"",""Osteoporosis"",""Hypoglycemic Agents""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
765,"r",NA,"vieth","[]","[""Ergocalciferols"",""Cholecalciferol"",""Vitamin D"",""Vitamins"",""Calcium, Dietary"",""Vitamin D Deficiency""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",53032
766,"st",NA,"vincent","[""white""]","[""Alendronate"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
767,"dell'anna",NA,"vincenzo","[""dell'anna""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
768,"tamara",NA,"vokes","[]","[""Osteoporosis"",""Calcium, Dietary"",""Vitamins"",""Citric Acid"",""Vitamin D"",""Ergocalciferols"",""Alendronate"",""Bone Diseases, Metabolic"",""Osteoporosis, Postmenopausal""]","[{""identifier"":4887398,""name"":""Chicago""}]","[{""identifier"":6252001,""name"":""United States""}]",64044
769,"d",NA,"von lewinski","[""verheyen""]","[""Osteoporosis"",""Heart Failure"",""Osteoporotic Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
770,"emily",NA,"von scheven","[]","[""Osteoporosis"",""Bone Diseases, Metabolic"",""Alendronate"",""Lupus Erythematosus, Systemic""]","[{""identifier"":5391959,""name"":""San Francisco""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
771,"t",NA,"chang","[""elhamy""]","[""Osteoporosis"",""Teriparatide""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",82542
772,"e",NA,"lane","[]","[""Osteoporosis"",""beta-Thalassemia"",""Thalassemia"",""Denosumab""]","[{""identifier"":264371,""name"":""Athens""}]","[{""identifier"":390903,""name"":""Greece""}]",59556
773,"james",NA,"chan","[]","[""Brain Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
774,"t",NA,"kono","[]","[""Calcium, Dietary"",""Vitamins"",""Vitamin D"",""Cholecalciferol""]","[{""identifier"":1880252,""name"":""Singapore""}]","[{""identifier"":1880251,""name"":""Singapore""}]",NA
775,"marcella",NA,"walker","[]","[""Teriparatide"",""Risedronate Sodium"",""Hormones"",""Etidronic Acid"",""Osteoporosis""]","[{""identifier"":5128581,""name"":""New York City""},{""identifier"":4641239,""name"":""Memphis""},{""identifier"":2643743,""name"":""London""},{""identifier"":4174757,""name"":""Tampa""},{""identifier"":4347778,""name"":""Baltimore""},{""identifier"":4575352,""name"":""Columbia""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":6251999,""name"":""Canada""},{""identifier"":2635167,""name"":""United Kingdom""}]",384252
776,"a",NA,"walker","[]","[""Osteoporosis"",""Esophageal Neoplasms"",""Alendronate"",""Etidronic Acid"",""Carcinoma, Squamous Cell"",""Adenocarcinoma"",""Risedronate Sodium"",""Raloxifene Hydrochloride"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
777,"taylor","c","wallace","[]","[""Diphosphonates"",""Osteoporosis""]","[{""identifier"":4140963,""name"":""Washington, D.C.""},{""identifier"":4758023,""name"":""Fairfax""},{""identifier"":4744709,""name"":""Arlington""}]","[{""identifier"":6252001,""name"":""United States""}]",1196866
778,"susanna","m","wallerstedt","[""sjoberg""]","[""Fractures, Bone"",""Hip Fractures""]","[{""identifier"":2711537,""name"":""Göteborg""}]","[{""identifier"":2661886,""name"":""Sweden""}]",547992
779,"sharon",NA,"walmsley","[]","[""Osteoporosis"",""Tenofovir"",""Emtricitabine"",""Anti-Retroviral Agents""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
780,"jennifer",NA,"walsh","[]","[""Osteoporosis"",""Selenium"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Body Weight"",""Obesity"",""Cholecalciferol"",""Vitamin D Deficiency""]","[{""identifier"":2638077,""name"":""Sheffield""}]","[{""identifier"":2635167,""name"":""United Kingdom""}]",NA
781,"n",NA,"waltman","[]","[""Osteoporosis"",""Etidronic Acid"",""Calcium, Dietary"",""Vitamins"",""Vitamin D"",""Risedronate Sodium"",""Osteoporosis, Postmenopausal""]","[{""identifier"":5072006,""name"":""Lincoln""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
782,"yongjun",NA,"wang","[""shu""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
783,"yongjun",NA,"wang","[""xuejun""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
784,"y",NA,"liu","[]","[""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Etidronic Acid"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
785,"shenming",NA,"lee","[""lin""]","[""Diphosphonates"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
786,"guochun",NA,"wang","[""yao""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
787,"y",NA,"liu","[]","[""Citalopram"",""Osteoporosis"",""Sertraline"",""Venlafaxine Hydrochloride"",""Dexetimide"",""Antidepressive Agents""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
788,"l","m","ward","[""justine""]","[""Nephrotic Syndrome"",""Osteoporosis"",""Nephrosis"",""Precursor Cell Lymphoblastic Leukemia-Lymphoma"",""Rheumatic Diseases"",""Leukemia, Lymphoid"",""Diphosphonates"",""Denosumab"",""Osteonecrosis"",""Leukemia""]","[{""identifier"":6094817,""name"":""Ottawa""},{""identifier"":6325494,""name"":""Québec""},{""identifier"":5946768,""name"":""Edmonton""},{""identifier"":5913490,""name"":""Calgary""},{""identifier"":6324729,""name"":""Halifax""},{""identifier"":6167865,""name"":""Toronto""},{""identifier"":6058560,""name"":""London""},{""identifier"":6173331,""name"":""Vancouver""},{""identifier"":5969782,""name"":""Hamilton""},{""identifier"":6183235,""name"":""Winnipeg""}]","[{""identifier"":6251999,""name"":""Canada""}]",138764
789,"michael","m","li","[]","[""Osteoporosis"",""Diphosphonates"",""Metabolic Diseases"",""Bone Diseases"",""Hip Fractures"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
790,"amy","h","warriner","[]","[""Osteoporosis""]","[{""identifier"":4049979,""name"":""Birmingham""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
791,"jintanaporn",NA,"wu","[]","[]","[{""identifier"":1609776,""name"":""Khon Kaen""}]","[{""identifier"":1605651,""name"":""Thailand""}]",1022958
792,"n",NA,"wu","[""recker"",""miller"",""ste marie"",""recknor"",""woodson"",""balske"",""greenwald"",""emkey""]","[""Osteoporosis"",""Risedronate Sodium"",""Etidronic Acid""]","[{""identifier"":4508722,""name"":""Cincinnati""},{""identifier"":5128581,""name"":""New York City""},{""identifier"":4180439,""name"":""Atlanta""}]","[{""identifier"":6252001,""name"":""United States""}]",38247
793,"peter","m","schott","[]","[""Bone Diseases, Metabolic""]","[{""identifier"":4954611,""name"":""Watertown""},{""identifier"":4930956,""name"":""Boston""},{""identifier"":4895282,""name"":""Harvard""}]","[{""identifier"":6252001,""name"":""United States""}]",320999
794,"c",NA,"chen","[""martin""]","[""Bone Diseases, Metabolic"",""Genistein"",""Risedronate Sodium"",""Etidronic Acid"",""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Bone Resorption"",""Calcium, Dietary"",""Ergocalciferols"",""Vitamin D"",""Calcium Carbonate"",""Vitamins""]","[{""identifier"":4928096,""name"":""West Lafayette""},{""identifier"":2659994,""name"":""Lausanne""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":2658434,""name"":""Switzerland""}]",43946
795,"s",NA,"weaver","[]","[""Bone Diseases, Metabolic"",""Vitamin D Deficiency"",""Osteoporosis"",""Calcium, Dietary"",""Vitamins"",""Vitamin D"",""Ergocalciferols""]","[{""identifier"":4739526,""name"":""Waco""}]","[{""identifier"":6252001,""name"":""United States""}]",502816
796,"j","r","webb","[""luke""]","[""Osteoporosis"",""Fractures, Compression"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
797,"felix",NA,"wehrli","[]","[""Bone Diseases, Metabolic"",""Osteoporosis"",""Diphosphonates"",""Teriparatide""]","[{""identifier"":4560349,""name"":""Philadelphia""}]","[{""identifier"":6252001,""name"":""United States""}]",29252
798,"dietrich",NA,"wenderoth","[]","[""Risedronate Sodium"",""Osteoporosis"",""Etidronic Acid""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
799,"c",NA,"stewart","[""zhang""]","[""Sarcopenia"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
800,"p","c","wentzville","[""shapiro"",""hooksett""]","[""Osteoporosis"",""Calcium, Dietary"",""Vitamins"",""Cholecalciferol"",""Vitamin D"",""Ergocalciferols"",""Diphosphonates"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
801,"georges",NA,"lee","[]","[""Osteoporosis""]","[{""identifier"":2970797,""name"":""Vandœuvre-lès-Nancy""}]","[{""identifier"":3017382,""name"":""France""}]",46051
802,"k",NA,"wesa","[]","[""Opioid-Related Disorders"",""Hypogonadism"",""Methadone"",""Osteoporosis"",""Erectile Dysfunction"",""Methyltestosterone"",""Testosterone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
803,"s",NA,"kim","[]","[""Osteoporosis""]","[{""identifier"":5419384,""name"":""Denver""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
804,"k",NA,"white","[""vincent""]","[""Alendronate"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
805,"ccop",NA,"wichita","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""salina"",""ochsner"",""parsons"",""newton"",""pratt"",""winfield"",""loprinzi""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis"",""Estrogen Antagonists"",""Prostatic Neoplasms"",""Estrogens"",""Cholecalciferol""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
806,"james",NA,"wilmot","[""sahasrabudhe""]","[""Osteoporosis"",""Prostatic Neoplasms"",""Androgens""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
807,"chantell",NA,"chan","[]","[""Osteoporosis"",""Osteoporosis, Postmenopausal"",""Etidronic Acid"",""Risedronate Sodium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
808,"s",NA,"wimalawansa","[]","[""Bone Diseases, Metabolic"",""Osteoporosis"",""Nitric Oxide"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Nitroglycerin""]","[{""identifier"":4692883,""name"":""Galveston""},{""identifier"":5101717,""name"":""New Brunswick""}]","[{""identifier"":6252001,""name"":""United States""}]",28601
809,"",NA,"winfield","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""salina"",""ochsner"",""parsons"",""newton"",""pratt""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
810,"k",NA,"martin","[]","[""Prostatic Neoplasms"",""Osteoporosis"",""Breast Neoplasms"",""Osteoporosis, Postmenopausal""]","[{""identifier"":5720727,""name"":""Corvallis""}]","[{""identifier"":6252001,""name"":""United States""}]",48628
811,"kantonsspital",NA,"winterthur","[""triemli"",""friederikenstift"",""der isar der tu munchen"",""kralinger"",""innsbruck"",""careggi"",""der isar der tu muenchen"",""rikli""]","[""Shoulder Fractures"",""Humeral Fractures"",""Fractures, Bone"",""Radius Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
